,comentario,machista,fuenteURL,titulo,tipoFuente,nombreMedio,generoProtagonista,numeroProtagonista,ambito,numeroComentarios,tematica,delete,fuenteID
1732,"El esfuerzo suele tener recompensa. Lo que pasa es que la recompensa es un concepto relativo, que se mide con respecto al punto de partida, a las circunstancias que rodean al individuo, y a los objetivos marcados. Y en todo ese trayecto influyen, por supuesto, factores como las decisiones personales o la suerte, ya sean, en uno u otro caso, buenas o malas. Pero tú a un individuo no lo puedes educar para que plantee todos sus proyectos vitales desde la perspectiva del posible fracaso: de eso te vas dando cuenta con la vida. A un niño que se está esforzando para aprobar por primera vez en su vida un examen de matemáticas no le dices ""bueno, pero piensa que por mucho que te esfuerces, igual vuelves a suspender, ¡eh!"", porque la respuesta del niño (y del individuo, en general) será dejar de intentarlo.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1733,"No, yo no he dicho eso. Esfuérzate un poquito más para entenderme... Je. Aunque, no, si es que no es necesario porque es fácil de entender lo que quiero decir; pero hay que querer entender lo que quiero decir. Si quieres, verás que no digo nada descabellado.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1734,"Jajajaja, no te aseguran nada, pero lo suyo es esforzarse y cuanto mas pobre naces más necesitas esforzarte y aun así eso no significa que la recompensa vaya a ser proporciolanal, ahora luego puedes tener suerte y moverte bien y ser un ridipijoprogres y estar cobrando de los impuestos de todo y buscar cobrar paguitas y meterte en chiringuitos...Es que no sé que quieres vender a la gente que no se esfuerce y lo que tenga que llegar llegará? Qué busque algún chiringuito o paguita? No sé que propone tu gloriosa izquierda? que de igual el esfuerzo y las decisiones que tomemos y que todos seamos iguales? el que se esfuerza y no?",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1735,Yo no soy racista pero lo mejor sería cada uno en su pais. Todo iría mejor. Solo inmigración de gente con dinero. Los pobres que se queden en su país.,0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1736,"La izquierda solo contabilizáis el resultado del esfuerzo como una cuestión materialista, así os va. El mensaje de la progrez para niños y jóvenes: no te esfuerces que no sirve para nada, ni forjará tu carácter, ni te hará más feliz, ni te hará más resistente y resolutivo, ni podrás conseguir nada... Húndete en un abismo de miseria económica, intelectual y moral.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1737,jajajajajaajaj como te escuece el culo! ajjajajajaja te están dando por todos lados! jajajajajajajaj vergüenza ajena.... jajajajjajaaja vuelve a la cama anda! ajajajjaajja menudo escocio! ajjajajaja,0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1738,"Nunca te han hecho un desprecio por ser negra? Entonces porque de cada 3 frases que hablas, una es sobre el color de tu piel, o bien con ataques, o críticas, o ironías o chistecitos defensivos? PROGREZ SANCHISTA.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1739,"¿Cómo que el plumero? El insistir en que el esfuerzo siempre acaba en recompensa es rotundamente falso y es un cuento al que dan pábulo ciertos sectores ideológicos que no reparan en los contextos. Hay gente que se esfuerza mucho... y acaba en un naufragio cuando navega hacia países más prósperos. Vamos a ser serios. Hay gente que, a pesar de su esfuerzo, acabó muy mal durante la crisis económica que comenzó en 2008. Casi nadie de izquierdas te va a decir que esfuerzo siempre es recompensa: a veces sí, a veces no. Depende del contexto. Pero hay ciertas derechas, no todas, que creen en la omnipotencia de los individuos: ""Si te esfuerzas, entonces podrás montar un imperio"". Que sí, que sí...",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1740,"Que sirva de ejemplo para esos canallas hijos de siete padres (también conocidos como HDP) que cada fin de semana se emborrachan, drogan y destrozan mobiliario, además de molestar a los vecinos. Con gente como Peleteiro se hace un gran país, no con esa bazofia del botellón.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1741,Esta chica es una crack en todos los sentidos,0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1742,"jajajaaj, ahí le has dado, aunque su entrenador no la dejaba salir con nadie porque era él el quería hacerle los bukakes, jijijiji",,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1743,"¿No se recoge lo que se siembra? Pues ya sabes, a tocarte los huevos y tratar mal a todo el mundo, a ver qué recoges, progre.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1744,"te repito quasianalfabeto. Tú has entrado al foro y no has argumentado nada ni has hablado de la noticia (has entendido hasta aquí, hijo de padres hermanos, o te hago un croquis), y lo que has hecho es insultar, así que por lo menos ahora no vayas de víctima. Estudia un poco y empieza a argumentar algo inú til. Pero vamos que necesites comas para entender un comentario sigue dejando en evidencia tu nivel de idio tez y el nivel de retar den que tienes. Ahora a decir qeu insulto y todo lo que quieras, venga a victimizarse un poco después de haber entrado a una noticia y sin comentar nada de la misma ni nada insultar a un grupo de gente. PD: deja un rato de morderte la oreja",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1745,"A mi lo que me escandaliza es lo del sexo en la villa olimpica, Deportistas serios no tienen relaciones sexuales los dias o semanas antes para no bajar su rendimiento en la prueba. Si esta gente o gentuza... se pasan 4 años preparandose para una prueba, dicen que es el sueño de su vida, y no pueden esperar a terminar la prueba para montarse todas las orgias que quieran???. Es que no se si se dan cuenta, que los becamos con el dinero de todos, a mi me parece horrible becar a gente para que vaya a echar polvos a la villa olimpica y luego dar pena y lastima en su prueba olimpica. Joer, hay tiempo para todo. Y Si eres un Bolt y vas sobradisimo, pues lo entiendo, pero siendo alguien que no domina ni su especialidad... se rien de nosotros... Y luego aun se quejan de que las becas deberian ser mayores. Venga hombre!.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1746,"Que pasa, que si sueltas a gente que no esté buena en un sitio no va a ver desenfreno sexual?luego vendrán con el discurso de que el físico no importa y mil historias de esas.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1747,13:00 Creo que la única que le da importancia a su color de piel es ella. Conozco gente de Albacete que al final del verano está más negra que esta chica.,0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1748,"no se le masacra por decir lo que piensa, se le critica por que lo que dice se puede criticar, porque que sea multa y hable de racismo no le da la razón, y menos con las tonterías que dice, y es triste porque encima es que ni se informa solo habla buenismos y populismos, repito dijo que nos teníamos que fijar en Inglaterra y en Francia con el tema del racismo, por favor si eso no es una parida que otra burrada tiene que decir para que la critiquemos. O es que al ser mujer o negra no se le puede criticar y hay que darle la razón aunque no la tenga o creamos que no la tenga? eso si que es machista o racista, yo voy a pensar lo mismo y actuar igual si lo que considero falso o una tontería ridícula lo diga un tío, una tía un negro o un blanco o quien sea",1,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1749,"precisamente los 3 tíos que has dicho sin conocerlos parecen los 3 cojonud0s, felices, orgullosos de sí mismos, sin tirar mierda gratis y no estaban diciendo si bwana todo el día, simplemente trabajando duro como todos, pasa que si eres un vago de m.... lo de trabajar lo llevas mal y sales con la m... del sí bwana cuando lo que a ti te pasa es que eres un flojo de coj0nes, a ti te pega votar a p0demos y tirar de paguitas",C,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1750,"el negrito de turno puede decir y hacer lo que le de la gana, pueden incluso vivir aquí sin visado de trabajo lo cual es una aberración, lo que no puede hacer el negrito de turno es tocarle los c0j0nes a los demás que bastante tenemos con lo nuestro para aguantar chorradas ni historias de nadie, que siempre estáis con las historias, y si no te gusta las puertas aquí siempre están abiertas, serás más feliz en UK por ejemplo, seguro, se te ve amargado",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1751,jajajja los cuentos del neoliberalismo jajajaj. Iba bien tus comentario pero cuando has metido al neoliberalismo se te vio el plumero. Cuás es la realidad y quien la dictamina?,0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1752,"madre mía tío, necesitas volver a clase y que te enseñen a redactar, no he entendido nada, solo los insultos como siempre, que es lo único que sabéis hacer los de tu calaña! jajajajajajajaja señor licenciado tienes que aprender a poner las comas donde tocan... ajajajajajja",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1753,"Aquí el negrito de turno tiene que ser sonriente tipo Mauro silva, Marcos Sena, Donato... Y decir a todo si bwana, porque como se salga del tiesto y diga lo que piensa se le masacra, y por supuesto los racistas son ellos",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1754,"¿Guapa? Eso va en gustos; a mí no me parece tan guapa. Hacer botellón no significa ser un vago redomado. Y eso de que se recoge en función de lo que se siembra es una idea claramente equivocada, al menos en parte. No siempre se recoge cuando uno siembra esfuerzo y dedicación: hay muchos que se esfuerzan poco y, gracias a contactos o a que estaban en el lugar indicado en el momento indicado, recogen mucho. Y hay quienes se esfuerzan mucho y, por diversos motivos, recogen muy poco. Y hay quien no necesita tanto esfuerzo porque lo compensa con talento, como pasaba en la universidad, que algunos necesitaban estudiar durante tres meses para los exámenes y, otros, con tres semanas antes les bastaba... Contáis muchos cuentos, son los cuentos del neolib.eralismo. La realidad es un poco más complicada.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
